title,doi,abstract
Individual differences in combat experiences and error-related brain activity in OEF/OIF/OND veterans,[],"Increased error-related negativity (ERN) has been implicated in the pathophysiology of multiple forms of psychopathology. Although there is increasing evidence that the ERN can be shaped by environment and experience, no studies to date have examined this question in a clinical sample. In the current study, we examined the influence of combat exposure on the ERN using electroencephalogram (EEG) in a sample of military veterans with a high prevalence of psychopathology. Participants included sixty-seven U.S. military veterans from Operations Enduring Freedom, Iraqi Freedom, and New Dawn (OEF/OIF/OND). The degree of combat exposure was assessed using the Deployment Risk and Resilience Inventory-2 (DRRI-2) and Combat Exposure Scale (CES). A well-validated flanker task was used to elicit the ERN during continuous EEG recording. Results revealed that veterans who reported experiencing greater combat exposure exhibited a more enhanced ERN, even when adjusting for broad anxiety and posttraumatic stress disorder (PTSD) symptoms. The association between combat exposure and ERN was not moderated by PTSD symptom severity. The current study demonstrates that greater combat exposure is associated with a more enhanced ERN among OEF/OIF/OND veterans. This enhanced ERN may be one mechanism that places veterans at greater risk for developing psychiatric disorders following exposure to combat. Future longitudinal studies are needed to directly test whether the ERN mediates the relation between level of combat exposure and the development of internalizing disorders."
Error-related brain activity and internalizing disorder symptom dimensions in depression and anxiety,[],"Background:                         Research suggests that enhanced neural reactivity to errors, measured via the error-related negativity (ERN), is relatively unique to internalizing psychopathologies (IPs) and symptom clusters characterized by excessive worry and apprehension. However, no prior study has tested the association between the ERN and IP symptom dimensions in a heterogeneous, clinically representative patient population. The current study was designed to address this gap in the literature and clarify the role of the ERN in an adult IP treatment-seeking patient sample."
Error-related Brain Activity as a Treatment Moderator and Index of Symptom Change during Cognitive-Behavioral Therapy or Selective Serotonin Reuptake Inhibitors,[],"Increased neural error monitoring, as measured by the error-related negativity (ERN), is a transdiagnostic neurobiological marker of anxiety. To date, little is known about whether the ERN can inform the choice between first-line anxiety disorder treatments and whether the ERN changes following treatment completion. The aim of the study was to therefore assess whether the ERN is a treatment moderator and index of symptom change during cognitive-behavioral therapy (CBT) or selective serotonin reuptake inhibitors (SSRIs). Participants included adult volunteers (M age=25.8±8.5; 67% female) with principal anxiety disorders (n=60) or no lifetime history of Axis I psychopathology (ie, healthy controls; n=26). A flanker task was used to elicit the ERN at baseline and 12 weeks later, following either CBT or SSRIs in the patient sample. Results indicated that baseline ERN was a significant treatment moderator such that a more enhanced baseline ERN was associated with greater reduction in anxiety symptoms within individuals who received CBT but not SSRIs. Results also revealed that the ERN increased pre- to post-treatment among patients randomized to SSRIs, but remained stable among patients randomized to CBT and healthy controls. Together, these novel findings highlight that ERN may help guide treatment decisions regarding engagement in CBT or SSRIs, especially among individuals with an enhanced ERN. The findings also suggest that SSRIs have the capacity to alter individual differences in the ERN, providing evidence that the ERN is not entirely static in patients with anxiety disorders."
The error-related negativity (ERN) and psychopathology: toward an endophenotype,[],"The ERN is a negative deflection in the event-related potential that peaks approximately 50 ms after the commission of an error. The ERN is thought to reflect early error-processing activity of the anterior cingulate cortex (ACC). First, we review current functional, neurobiological, and developmental data on the ERN. Next, the ERN is discussed in terms of three psychiatric disorders characterized by abnormal response monitoring: anxiety disorders, depression, and substance abuse. These data indicate that increased and decreased error-related brain activity is associated with the internalizing and externalizing dimensions of psychopathology, respectively. Recent data further suggest that abnormal error-processing indexed by the ERN indexes trait- but not state-related symptoms, especially related to anxiety. Overall, these data point to utility of ERN in studying risk for psychiatric disorders, and are discussed in terms of the endophenotype construct."
An overview on the relationship between endometriosis and infertility: the impact on sexuality and psychological well-being,[],"Purpose: Women with endometriosis represent a significant proportion of all outpatient gynecological consultations. Endometriosis is a benign chronic condition characterized by the spreading of endometrial-like tissue outside the uterus. A correlation between endometriosis and infertility has been strongly underlined in the literature about the topic: recent data suggest that up to 50% of women with infertility may suffer from this disease. The aim of this brief commentary is to focus the attention on the importance of a multidisciplinary approach for patients with endometriosis, including an accurate psychological and sexological counselling.Materials and Methods: We propose a brief point of view about a multidisciplinary approach in the treatment of endometriosis and associated infertility.Results and conclusions: Endometriosis is associated to a worse quality of life. Women with endometriosis also report higher levels of psychological conditions such as anxiety and depression. For this reason, an integrative approach is strongly advisable in order to improve social functions and mental health of these women and their partners. This may allow a more correct therapeutic management of these patients, reducing the potential negative impact of the disease on the mental wellbeing of the couple."
Error-Related Negativity and the Misattribution of State-Anxiety Following Errors: On the Reproducibility of Inzlicht and Al-Khindi (),[],"In their innovative study, Inzlicht and Al-Khindi (2012) demonstrated that participants who were allowed to misattribute their arousal and negative affect induced by errors to a placebo beverage had a reduced error-related negativity (ERN/Ne) compared to controls not being allowed to misattribute their arousal following errors. These results contribute to the ongoing debate that affect and motivation are interwoven with the cognitive processing of errors. Evidence that the misattribution of negative affect modulates the ERN/Ne is essential for understanding the mechanisms behind ERN/Ne. Therefore, and because of the growing debate on reproducibility of empirical findings, we aimed at replicating the misattribution effects on the ERN/Ne in a go/nogo task. Students were randomly assigned to a misattribution group (n = 48) or a control group (n = 51). Participants of the misattribution group consumed a beverage said to have side effects that would increase their physiological arousal, so that they could misattribute the negative affect induced by errors to the beverage. Participants of the control group correctly believed that the beverage had no side effects. As Inzlicht and Al-Khindi (2012), we did not observe performance differences between both groups. However, ERN/Ne differences between misattribution and control group could not be replicated, although the statistical power of the replication study was high. Evidence regarding the replication of performance and the non-replication of ERN/Ne findings was confirmed by Bayesian statistics."
Alcohol dependence and anxiety increase error-related brain activity,[],"Aims:                         Detection of errors is crucial for efficient goal-directed behaviour. The ability to monitor behaviour is found to be diminished in patients with substance dependence, as reflected in decreased error-related brain activity, i.e. error-related negativity (ERN). The ERN is also decreased in other psychiatric disorders with impaired response inhibition, such as attention-deficit hyperactivity disorder and borderline personality disorder, but increased in anxiety disorders. The objective of the current study was to assess error monitoring in alcohol-dependent patients in relation to psychiatric comorbidity. We expected decreased error monitoring in alcohol-dependent patients with impulse control disorders and increased error monitoring in anxious alcohol-dependent patients."
"Response monitoring, the error-related negativity, and differences in social behavior in autism",[],"Children with autism not only display social impairments but also significant individual differences in social development. Understanding the source of these differences, as well as the nature of social impairments, is important for improved diagnosis and treatments for these children. Current theory and research suggests that individual differences in response monitoring, a specific function of the anterior cingulate cortex (ACC), may contribute to social-emotional and social-cognitive impairments and individual differences in autism. To examine this hypothesis, we used a modified flanker task to assess an ERP index of response monitoring, the error-related negativity (ERN), in a sample of higher function children with autism (HFA) and an IQ-matched control sample. The results revealed a significant Diagnostic group by Verbal IQ interaction on ERN amplitude indicating that the most verbally capable HFA children displayed significantly larger ERN amplitudes than did the control children. Within the HFA sample, greater ERN amplitude was also related to parent reports of fewer symptoms of social interaction impairments, fewer internalizing problems, but more externalizing problems, although these associations were reduced to nonsignificance when medication status was controlled. The latter results complement previous observations from imaging studies of a significant association between ACC activity and social symptoms and impairments in autism. The implications of these results for future research on brain-behavior relations, as well as treatment related research with children with autism are discussed."
The Presence of a Controlling Parent Is Related to an Increase in the Error-Related Negativity in 5-7 Year-Old Children,[],"Anxiety disorders often begin early in life and there is substantial interest in identifying neural markers that characterize developmental trajectories that result in anxiety. The error-related negativity (ERN) is elicited when people make errors on lab-based reaction-time tasks, is increased in anxious children, and can predict the onset of anxiety across development. In light of this, there is an increasing interest in identifying environmental factors that may shape the ERN in children. Previous work suggests that controlling parenting styles may relate to the ERN in offspring. However, no study had yet examined the specific mechanism whereby parenting style may impact the ERN in children. We propose that it may be children's repeated exposure to making mistakes in the context of their parents' reactions (i.e., verbal or non-verbal reactions, displays of parental control, etc.) that may lead to an increased ERN. We test this novel hypothesis by measuring the ERN in 94 children between the ages of 5-7 years old, while their parent observes them and then while an experimenter observes them complete a Go-No/Go task. Results suggest that the presence of parents characterized by high control potentiates the ERN in their children. Moreover, the relationship between controlling parenting styles and child anxiety disorder status was mediated by the parent presence potentiation of the ERN. These findings are important and novel insofar as they highlight the impact of an environmental factor (i.e., parenting) in shaping a neural marker of risk for anxiety in children (i.e., the ERN)."
"Examining the relationships between error-related brain activity (the ERN) and anxiety disorders versus externalizing disorders in young children: Focusing on cognitive control, fear, and shyness",[],"Objective:                         We examine the relationship between individual differences in temperament (cognitive control, fear, and shyness) and the error-related negativity (i.e., the ERN) in a large sample of young children. Furthermore, we explore to what extent variation in temperament may underlie the associations between the ERN and anxiety disorders versus externalizing disorders."
